2,status_code,pred_list,wbs_id,task_name,start_date,end_date,UNIFORMAT,,,,,,,,,,,MASTERFORMAT,,,
L2-9150,Not Started,L2-9130,15059 LMES-5.7,LEVEL 02 - CORRIDOR/ELEV LOBBY FIRE PROTECTION TRIM OUT,43069.33333,43073.66667,D,Services,D50,Electrical,D5030,Communications and Security,D5030700,Fire Alarm Systems,,,,21 00 00,Fire Suppression,21 05 00,Common Work Results for Fire Suppression
L2-9155,Not Started,L2-9135,15059 LMES-5.7,LEVEL 02 - CORRIDOR/ELEVATOR LOBBY DOORS/HARDWARE,43074.33333,43075.66667,C,Interiors,C10,Interior Construction,C1020,Interior Doors,,,,,,08 00 00,Openings,08 14 00,Wood Doors
L2-9115,Not Started,L2-9320 L2360 L2-9315 L2-9110,15059 LMES-5.7,LEVEL 02 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - PRIME COAT,43052.33333,43054.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L2-9120,Not Started,L2-9115,15059 LMES-5.7,LEVEL 02 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - 2ND COAT,43055.33333,43059.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L2-9160,Not Started,L2-9120 L2-9150 L2-91320 L2-11000,15059 LMES-5.7,LEVEL 02 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - FINAL COAT,43075.33333,43076.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L3-9300,Not Started,L3-7010 L3150 L3181 L3210 L3250 L3200 L3-8000 LE10080,15059 LMES-5.8,LEVEL 03 - GUESTROOMS INSTALL GWB @ PARTITIONS,42986.33333,43006.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L3-9510,Not Started,L3-9500,15059 LMES-5.8,LEVEL 03 - GUESTROOM BATHROOMS TUBS/SHOWERS,43014.33333,43027.66667,D,Services,D20,Plumbing,D2010,Plumbing Fixtures,D2010700,Showers,D2010710,Showers,,22 00 00,Plumbing,22 41 00,Residential Plumbing Fixtures
L3-9310,Not Started,L3-9300 L3160 L3181 L3250 L3280 L3200 LE10080,15059 LMES-5.8,LEVEL 03 - GUESTROOMS CEILINGS INSTALL GWB,43007.33333,43020.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030200,Suspended Ceilings,C3030220,Suspended Ceilings - Gypsum Board,,09 00 00,Finishes,09 29 00,Gypsum Board
L3-9305,Not Started,L3-9300,15059 LMES-5.8,LEVEL 03 - GUEST ROOMS TAPE AND FLOAT,42993.33333,43013.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L3-9320,Not Started,L3-9305 L3-9315 L3320 L2-9320,15059 LMES-5.8,LEVEL 03 - GUESTROOMS PAINT - PRIME COAT,43045.33333,43056.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L3-9350,Not Started,L3-9540 L3360 L3-9340,15059 LMES-5.8,LEVEL 03 - GUESTROOMS MEP TRIM-OUT,43115.33333,43119.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L3-9340,Not Started,L3-9530 L3-9335 L3-9325,15059 LMES-5.8,LEVEL 03 - GUESTROOM MILLWORK,43098.33333,43112.66667,,,,,,,,,,,,06 00 00,Wood Plastics and Composites,06 22 00,Millwork
L3-9345,Not Started,L3-9325 L3-9335 L2-9345,15059 LMES-5.8,LEVEL 03 - GUESTROOMS DOORS/HARDWARE,43108.33333,43119.66667,C,Interiors,C10,Interior Construction,C1020,Interior Doors,,,,,,08 00 00,Openings,08 14 00,Wood Doors
L3-9550,Not Started,L3-9540 DL1001,15059 LMES-5.8,LEVEL 03 - GUESTROOMS TOILET ACCESSORIES,43091.33333,43102.66667,C,Interiors,C10,Interior Construction,C1030,Fittings,C1030200,Bath & Toilet Accessories,C1030210,Bath & Toilet Accessories - Commercial,,10 00 00,Specialties,10 28 00,Toilet Bath and Laundry Accessories
L4-9355,Not Started,L3-9540 L2171 L3-9350,15059 LMES-5.8,LEVEL 03 - GUESTROOMS FIRE PROTECTION TRIM OUT,43122.33333,43124.66667,D,Services,D50,Electrical,D5030,Communications and Security,D5030700,Fire Alarm Systems,,,,21 00 00,Fire Suppression,21 05 00,Common Work Results for Fire Suppression
L3-9540,Not Started,L3-9530 MU1040,15059 LMES-5.8,LEVEL 03 - GUESTROOM BATHROOMS WALL COVERINGS,43024.33333,43028.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010130,Wall Finishes - Coverings,,09 00 00,Finishes,09 72 00,Wall Coverings
L3-9330,Not Started,L3-9325,15059 LMES-5.8,LEVEL 03 - GUESTROOMS INSTALL FLOOR LEVELER,43075.33333,43081.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,03 00 00,Concrete,03 54 00,Cast Underlayment
L3-9365,Not Started,L3-9335 L3-9360,15059 LMES-5.8,LEVEL 03 - GUESTROOMS INSTALL CARPET,43132.33333,43138.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020500,Carpeting,C3020510,Carpet,,09 00 00,Finishes,09 68 00,Carpeting
L3-9335,Not Started,L3-9520 L2-9330,15059 LMES-5.8,LEVEL 03 - GUESTROOM ENTRY WAY INSTALL FLOORING (RF or CT),43089.33333,43097.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,09 00 00,Finishes,09 64 00,Wood Flooring
L3-9520,Not Started,L3-9330 L3-9510,15059 LMES-5.8,LEVEL 03 - GUESTROOM BATHROOMS INSTALL FLR LEVEL / FLOORING (RF or CT),43082.33333,43088.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,09 00 00,Finishes,09 64 00,Wood Flooring
L3-9370,Not Started,L3-9520 L3-9335 L3-9175,15059 LMES-5.8,LEVEL 03 - GUESTROOMS INSTALL THRESHOLDS,43145.33333,43151.66667,,,,,,,,,,,,08 00 00,Openings,08 71 00,Door Hardware
L3-9175,Not Started,L3-9365 L3-9170 L3-9150 L3-9145,15059 LMES-5.8,LEVEL 03 - CORRIDOR INSTALL CARPET,43139.33333,43144.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020500,Carpeting,C3020510,Carpet,,09 00 00,Finishes,09 68 00,Carpeting
L3-9135,Not Started,L3-9125 L3-9150,15059 LMES-5.8,LEVEL 03 - ELEVATOR LOBBY INSTALL TILE FLOORING,43081.33333,43084.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,C3020430,Flooring - Tile,,09 00 00,Finishes,09 30 00,Tiling
L3-9170,Not Started,L3-9125,15059 LMES-5.8,LEVEL 03 - CORRIDOR INSTALL FLOOR LEVELER,43068.33333,43074.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,03 00 00,Concrete,03 54 00,Cast Underlayment
L3-9125,Not Started,L3-9115,15059 LMES-5.8,LEVEL 03 - ELEVATOR LOBBY INSTALL FLOOR LEVELER,43066.33333,43067.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,03 00 00,Concrete,03 54 00,Cast Underlayment
L3-9375,Not Started,L3-9335 L3-9365,15059 LMES-5.8,LEVEL 03 - GUESTROOMS INSTALL WOOD BASE,43139.33333,43145.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020600,Bases Curbs & Trim,C3020620,Base - Wood,,06 00 00,Wood Plastics and Composites,06 22 00,Millwork
L3-9560,Not Started,L3-9520 L3-9530 L3-9540,15059 LMES-5.8,LEVEL 03 - GUESTROOM BATRHOOMS INSTALL TILE BASE,43089.33333,43098.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020600,Bases Curbs & Trim,,,,09 00 00,Finishes,09 30 00,Tiling
L3-9180,Not Started,L3-9135 L3-9175,15059 LMES-5.8,LEVEL 03 - CORRIDOR / ELEV LOBBY INSTALL WOOD BASE,43145.33333,43146.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020600,Bases Curbs & Trim,C3020620,Base - Wood,,06 00 00,Wood Plastics and Composites,06 22 00,Millwork
L3-9145,Not Started,L3-9140,15059 LMES-5.8,LEVEL 03 - CORRIDORS WALL COVERINGS,43070.33333,43076.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010130,Wall Finishes - Coverings,,09 00 00,Finishes,09 72 00,Wall Coverings
L3-9140,Not Started,L3-9125,15059 LMES-5.8,LEVEL 03 - ELEVATOR LOBBY WALL COVERINGS,43068.33333,43069.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010130,Wall Finishes - Coverings,,09 00 00,Finishes,09 72 00,Wall Coverings
L3-9110,Not Started,L3-9305 L3-9105,15059 LMES-5.8,LEVEL 03 - CORRIDOR/ELEV LOBBY TAPE AND FLOAT,43018.33333,43019.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L3-9100,Not Started,L3-9300 LE10080,15059 LMES-5.8,LEVEL 03 - CORRIDORS/ELEV LOBBY INSTALL GWB @ PARTITIONS,43007.33333,43013.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L3-9105,Not Started,L3-9100 LE10080,15059 LMES-5.8,LEVEL 03 - CORRIDOR/ELEV LOBBY INSTALL GWB @  CEILINGS,43014.33333,43017.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030200,Suspended Ceilings,C3030220,Suspended Ceilings - Gypsum Board,,09 00 00,Finishes,09 29 00,Gypsum Board
L3-9500,Not Started,L3-9300,15059 LMES-5.8,LEVEL 03 - GUESTROOM BATHROOMS INSTALL BACKERBOARD @ TILE WALLS,43007.33333,43013.66667,,,,,,,,,,,,09 00 00,Finishes,09 28 00,Backing Boards and Underlayments
L3-9530,Not Started,L3-9500,15059 LMES-5.8,LEVEL 03 - GUESTROOM BATHROOMS INSTALL WALL TILE,43014.33333,43021.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010150,Wall Finishes - Tile,,09 00 00,Finishes,09 30 00,Tiling
L3-9315,Not Started,L3-9310,15059 LMES-5.8,LEVEL 03 - GUEST ROOM CEILINGS TAPE AND FLOAT,43021.33333,43028.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L3-9325,Not Started,L3-9320,15059 LMES-5.8,LEVEL 03 - GUESTROOMS PAINT - 2ND COAT,43059.33333,43074.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L3-9360,Not Started,L3-9325 L4-9355 L3-9570,15059 LMES-5.8,LEVEL 03 - GUESTROOMS PAINT - FINAL COAT,43125.33333,43131.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L3-9130,Not Started,L3-9120,15059 LMES-5.8,LEVEL 03 - CORRIDOR/ELEV LOBBY MEP TRIM @ CEILINGS,43069.33333,43075.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L3-9150,Not Started,L3-9130,15059 LMES-5.8,LEVEL 03 - CORRIDOR/ELEV LOBBY FIRE PROTECTION TRIM OUT,43076.33333,43080.66667,D,Services,D50,Electrical,D5030,Communications and Security,D5030700,Fire Alarm Systems,,,,21 00 00,Fire Suppression,21 05 00,Common Work Results for Fire Suppression
L3-9155,Not Started,L3-9135,15059 LMES-5.8,LEVEL 03 - CORRIDOR/ELEVATOR LOBBY DOORS/HARDWARE,43087.33333,43088.66667,C,Interiors,C10,Interior Construction,C1020,Interior Doors,,,,,,08 00 00,Openings,08 14 00,Wood Doors
L3-9115,Not Started,L3-9320 L2-9115 L3320 L3-9110,15059 LMES-5.8,LEVEL 03 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - PRIME COAT,43059.33333,43061.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L3-9120,Not Started,L3-9115,15059 LMES-5.8,LEVEL 03 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - 2ND COAT,43066.33333,43068.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L3-9160,Not Started,L3-9120 L3-9150 L3-9570 L3-11000,15059 LMES-5.8,LEVEL 03 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - FINAL COAT,43082.33333,43083.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L4-9300,Not Started,L4-7010 L4150 L4210 L4181 L4250 L4200 L4-8000 LE10100,15059 LMES-5.9,LEVEL 04 - GUESTROOMS INSTALL GWB @ PARTITIONS,42997.33333,43017.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L4-9510,Not Started,L4-9500,15059 LMES-5.9,LEVEL 04 - GUESTROOM BATHROOMS TUBS/SHOWERS,43025.33333,43038.66667,D,Services,D20,Plumbing,D2010,Plumbing Fixtures,D2010700,Showers,D2010710,Showers,,22 00 00,Plumbing,22 41 00,Residential Plumbing Fixtures
L4-9310,Not Started,L4-9300 L4160 L4181 L4280 L4250 L4200 LE10100,15059 LMES-5.9,LEVEL 04 - GUESTROOMS CEILINGS INSTALL GWB,43018.33333,43031.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030200,Suspended Ceilings,C3030220,Suspended Ceilings - Gypsum Board,,09 00 00,Finishes,09 29 00,Gypsum Board
L4-9305,Not Started,L4-9300,15059 LMES-5.9,LEVEL 04 - GUEST ROOMS TAPE AND FLOAT,43004.33333,43024.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L4-9320,Not Started,L4-9305 L4-9315 L4320 L3-9320,15059 LMES-5.9,LEVEL 04 - GUESTROOMS PAINT - PRIME COAT,43052.33333,43067.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L4-9350,Not Started,L4-9540 L4-9340 L4360,15059 LMES-5.9,LEVEL 04 - GUESTROOMS MEP TRIM-OUT,43122.33333,43126.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L4-9340,Not Started,L4-9530 L4-9335 L4-9325,15059 LMES-5.9,LEVEL 04 - GUESTROOM MILLWORK,43108.33333,43119.66667,,,,,,,,,,,,06 00 00,Wood Plastics and Composites,06 22 00,Millwork
L4-9345,Not Started,L4-9325 L4-9335 L3-9345,15059 LMES-5.9,LEVEL 04 - GUESTROOMS DOORS/HARDWARE,43122.33333,43133.66667,C,Interiors,C10,Interior Construction,C1020,Interior Doors,,,,,,08 00 00,Openings,08 14 00,Wood Doors
L4-9550,Not Started,L4-9540 DL1001,15059 LMES-5.9,LEVEL 04 - GUESTROOMS TOILET ACCESSORIES,43091.33333,43102.66667,C,Interiors,C10,Interior Construction,C1030,Fittings,C1030200,Bath & Toilet Accessories,C1030210,Bath & Toilet Accessories - Commercial,,10 00 00,Specialties,10 28 00,Toilet Bath and Laundry Accessories
L3-9355,Not Started,L4-9540 L4-9350,15059 LMES-5.9,LEVEL 04 - GUESTROOMS FIRE PROTECTION TRIM OUT,43129.33333,43131.66667,D,Services,D50,Electrical,D5030,Communications and Security,D5030700,Fire Alarm Systems,,,,21 00 00,Fire Suppression,21 05 00,Common Work Results for Fire Suppression
L4-9540,Not Started,L4-9530,15059 LMES-5.9,LEVEL 04 - GUESTROOM BATHROOMS WALL COVERINGS,43033.33333,43039.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010130,Wall Finishes - Coverings,,09 00 00,Finishes,09 72 00,Wall Coverings
L4-9330,Not Started,L4-9325,15059 LMES-5.9,LEVEL 04 - GUESTROOMS INSTALL FLOOR LEVELER,43082.33333,43088.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,03 00 00,Concrete,03 54 00,Cast Underlayment
L4-9365,Not Started,L4-9335 L4-9360,15059 LMES-5.9,LEVEL 04 - GUESTROOMS INSTALL CARPET,43139.33333,43145.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020500,Carpeting,C3020510,Carpet,,09 00 00,Finishes,09 68 00,Carpeting
L4-9335,Not Started,L4-9520 L4-9330,15059 LMES-5.9,LEVEL 04 - GUESTROOM ENTRY WAY INSTALL FLOORING (RF or CT),43098.33333,43105.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,09 00 00,Finishes,09 64 00,Wood Flooring
L4-9520,Not Started,L4-9330 L4-9510,15059 LMES-5.9,LEVEL 04 - GUESTROOM BATHROOMS INSTALL FLR LEVEL / FLOORING (RF or CT),43089.33333,43097.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,09 00 00,Finishes,09 64 00,Wood Flooring
L4-9370,Not Started,L4-9520 L4-9335 L4-9175,15059 LMES-5.9,LEVEL 04 - GUESTROOMS INSTALL THRESHOLDS,43152.33333,43158.66667,,,,,,,,,,,,08 00 00,Openings,08 71 00,Door Hardware
L4-9175,Not Started,L4-9365 L4-9170 L4-9150 L4-9145,15059 LMES-5.9,LEVEL 04 - CORRIDOR INSTALL CARPET,43146.33333,43151.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020500,Carpeting,C3020510,Carpet,,09 00 00,Finishes,09 68 00,Carpeting
L4-9135,Not Started,L4-9125,15059 LMES-5.9,LEVEL 04 - ELEVATOR LOBBY INSTALL TILE FLOORING,43073.33333,43076.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,C3020430,Flooring - Tile,,09 00 00,Finishes,09 30 00,Tiling
L4-9170,Not Started,L4-9125,15059 LMES-5.9,LEVEL 04 - CORRIDOR INSTALL FLOOR LEVELER,43073.33333,43077.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,03 00 00,Concrete,03 54 00,Cast Underlayment
L4-9125,Not Started,L4-9115,15059 LMES-5.9,LEVEL 04 - ELEVATOR LOBBY INSTALL FLOOR LEVELER,43069.33333,43070.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,03 00 00,Concrete,03 54 00,Cast Underlayment
L4-9375,Not Started,L4-9335 L4-9365,15059 LMES-5.9,LEVEL 04 - GUESTROOMS INSTALL WOOD BASE,43146.33333,43152.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020600,Bases Curbs & Trim,C3020620,Base - Wood,,06 00 00,Wood Plastics and Composites,06 22 00,Millwork
L4-9560,Not Started,L4-9520 L4-9530 L4-9540,15059 LMES-5.9,LEVEL 04 - GUESTROOM BATRHOOMS INSTALL TILE BASE,43098.33333,43108.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020600,Bases Curbs & Trim,,,,09 00 00,Finishes,09 30 00,Tiling
L4-9180,Not Started,L4-9135 L4-9175,15059 LMES-5.9,LEVEL 04 - CORRIDOR / ELEV LOBBY INSTALL WOOD BASE,43152.33333,43153.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020600,Bases Curbs & Trim,C3020620,Base - Wood,,06 00 00,Wood Plastics and Composites,06 22 00,Millwork
L4-9145,Not Started,L4-9140,15059 LMES-5.9,LEVEL 04 - CORRIDORS WALL COVERINGS,43080.33333,43081.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010130,Wall Finishes - Coverings,,09 00 00,Finishes,09 72 00,Wall Coverings
L4-9140,Not Started,L4-9125,15059 LMES-5.9,LEVEL 04 - ELEVATOR LOBBY WALL COVERINGS,43073.33333,43077.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010130,Wall Finishes - Coverings,,09 00 00,Finishes,09 72 00,Wall Coverings
L4-9110,Not Started,L4-9305 L4-9105,15059 LMES-5.9,LEVEL 04 - CORRIDOR/ELEV LOBBY TAPE AND FLOAT,43027.33333,43028.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L4-9100,Not Started,L4-9300 LE10100,15059 LMES-5.9,LEVEL 04 - CORRIDORS/ELEV LOBBY INSTALL GWB @ PARTITIONS,43018.33333,43024.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L4-9105,Not Started,L4-9100 LE10100,15059 LMES-5.9,LEVEL 04 - CORRIDOR/ELEV LOBBY INSTALL GWB @  CEILINGS,43025.33333,43026.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030200,Suspended Ceilings,C3030220,Suspended Ceilings - Gypsum Board,,09 00 00,Finishes,09 29 00,Gypsum Board
L4-9500,Not Started,L4-9300,15059 LMES-5.9,LEVEL 04 - GUESTROOM BATHROOMS INSTALL BACKERBOARD @ TILE WALLS,43018.33333,43024.66667,,,,,,,,,,,,09 00 00,Finishes,09 28 00,Backing Boards and Underlayments
L4-9530,Not Started,L4-9500,15059 LMES-5.9,LEVEL 04 - GUESTROOM BATHROOMS INSTALL WALL TILE,43025.33333,43032.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010150,Wall Finishes - Tile,,09 00 00,Finishes,09 30 00,Tiling
L4-9315,Not Started,L4-9310,15059 LMES-5.9,LEVEL 04 - GUEST ROOM CEILINGS TAPE AND FLOAT,43032.33333,43039.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L4-9325,Not Started,L4-9320,15059 LMES-5.9,LEVEL 04 - GUESTROOMS PAINT - 2ND COAT,43068.33333,43081.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L4-9360,Not Started,L4-9325 L3-9355 L4-9570,15059 LMES-5.9,LEVEL 04 - GUESTROOMS PAINT - FINAL COAT,43132.33333,43138.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L4-9130,Not Started,L4-9120,15059 LMES-5.9,LEVEL 04 - CORRIDOR/ELEV LOBBY MEP TRIM @ CEILINGS,43074.33333,43080.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L4-9150,Not Started,L4-9130,15059 LMES-5.9,LEVEL 04 - CORRIDOR/ELEV LOBBY FIRE PROTECTION TRIM OUT,43081.33333,43083.66667,D,Services,D50,Electrical,D5030,Communications and Security,D5030700,Fire Alarm Systems,,,,21 00 00,Fire Suppression,21 05 00,Common Work Results for Fire Suppression
L4-9155,Not Started,L4-9335 L4-9135,15059 LMES-5.9,LEVEL 04 - CORRIDOR/ELEVATOR LOBBY DOORS/HARDWARE,43108.33333,43109.66667,C,Interiors,C10,Interior Construction,C1020,Interior Doors,,,,,,08 00 00,Openings,08 14 00,Wood Doors
L4-9115,Not Started,L4-9110 L4320 L3-9115,15059 LMES-5.9,LEVEL 04 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - PRIME COAT,43066.33333,43068.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L4-9120,Not Started,L4-9115,15059 LMES-5.9,LEVEL 04 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - 2ND COAT,43069.33333,43073.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L4-9160,Not Started,L4-9120 L4-9150 L4-9570 L4-11000,15059 LMES-5.9,LEVEL 04 - CORRIDOR/ELEV LOBBY PAINT/SKIM CEILING - FINAL COAT,43089.33333,43090.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030110,Ceiling Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L5-9300,Not Started,L5-7010 L5150 L5210 L5181 L5250 L5200 L5-8000 LE10120,15059 LMES-5.9.1,LEVEL 05 - GUESTROOMS INSTALL GWB @ PARTITIONS,43006.33333,43026.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L5-9510,Not Started,L5-9500,15059 LMES-5.9.1,LEVEL 05 - GUESTROOM BATHROOMS TUBS/SHOWERS,43034.33333,43047.66667,D,Services,D20,Plumbing,D2010,Plumbing Fixtures,D2010700,Showers,D2010710,Showers,,22 00 00,Plumbing,22 41 00,Residential Plumbing Fixtures
L5-9310,Not Started,L5-9300 L5160 L5181 L5250 L5280 L5200 LE10120,15059 LMES-5.9.1,LEVEL 05 - GUESTROOMS CEILINGS INSTALL GWB,43027.33333,43040.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030200,Suspended Ceilings,C3030220,Suspended Ceilings - Gypsum Board,,09 00 00,Finishes,09 29 00,Gypsum Board
L5-9305,Not Started,L5-9300,15059 LMES-5.9.1,LEVEL 05 - GUEST ROOMS TAPE AND FLOAT,43013.33333,43033.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
